Name;Station;Time(norwegian mean time);Snow depth
Ny-ålesund;SN99910;10.01.2011;19
Ny-ålesund;SN99910;11.01.2011;19
Ny-ålesund;SN99910;12.01.2011;19
Ny-ålesund;SN99910;13.01.2011;19
Ny-ålesund;SN99910;14.01.2011;22
Ny-ålesund;SN99910;15.01.2011;20
Ny-ålesund;SN99910;16.01.2011;20
Ny-ålesund;SN99910;17.01.2011;22
Ny-ålesund;SN99910;18.01.2011;22
Ny-ålesund;SN99910;19.01.2011;23
Ny-ålesund;SN99910;20.01.2011;23
Ny-ålesund;SN99910;21.01.2011;23
Ny-ålesund;SN99910;22.01.2011;25
Ny-ålesund;SN99910;23.01.2011;25
Ny-ålesund;SN99910;24.01.2011;22
Ny-ålesund;SN99910;25.01.2011;22
Ny-ålesund;SN99910;26.01.2011;28
Ny-ålesund;SN99910;27.01.2011;27
Ny-ålesund;SN99910;28.01.2011;27
Ny-ålesund;SN99910;29.01.2011;27
Ny-ålesund;SN99910;30.01.2011;27
Ny-ålesund;SN99910;31.01.2011;25
Ny-ålesund;SN99910;01.02.2011;25
Ny-ålesund;SN99910;02.02.2011;24
Ny-ålesund;SN99910;03.02.2011;24
Ny-ålesund;SN99910;04.02.2011;25
Ny-ålesund;SN99910;05.02.2011;25
Ny-ålesund;SN99910;06.02.2011;25
Ny-ålesund;SN99910;07.02.2011;25
Ny-ålesund;SN99910;08.02.2011;25
Ny-ålesund;SN99910;09.02.2011;21
Ny-ålesund;SN99910;10.02.2011;25
Ny-ålesund;SN99910;11.02.2011;25
Ny-ålesund;SN99910;12.02.2011;23
Ny-ålesund;SN99910;13.02.2011;22
Ny-ålesund;SN99910;14.02.2011;21
Ny-ålesund;SN99910;15.02.2011;21
Ny-ålesund;SN99910;16.02.2011;21
Ny-ålesund;SN99910;17.02.2011;21
Ny-ålesund;SN99910;18.02.2011;21
Ny-ålesund;SN99910;19.02.2011;30
Ny-ålesund;SN99910;20.02.2011;35
Ny-ålesund;SN99910;21.02.2011;52
Ny-ålesund;SN99910;22.02.2011;47
Ny-ålesund;SN99910;23.02.2011;46
Ny-ålesund;SN99910;24.02.2011;46
Ny-ålesund;SN99910;25.02.2011;47
Ny-ålesund;SN99910;26.02.2011;48
Ny-ålesund;SN99910;27.02.2011;50
Ny-ålesund;SN99910;28.02.2011;51
Ny-ålesund;SN99910;01.03.2011;54
Ny-ålesund;SN99910;02.03.2011;50
Ny-ålesund;SN99910;03.03.2011;56
Ny-ålesund;SN99910;04.03.2011;53
Ny-ålesund;SN99910;05.03.2011;49
Ny-ålesund;SN99910;06.03.2011;60
Ny-ålesund;SN99910;07.03.2011;56
Ny-ålesund;SN99910;08.03.2011;55
Ny-ålesund;SN99910;09.03.2011;55
Ny-ålesund;SN99910;10.03.2011;51
Ny-ålesund;SN99910;11.03.2011;51
Ny-ålesund;SN99910;12.03.2011;51
Ny-ålesund;SN99910;13.03.2011;51
Ny-ålesund;SN99910;14.03.2011;51
Ny-ålesund;SN99910;15.03.2011;50
Ny-ålesund;SN99910;16.03.2011;54
Ny-ålesund;SN99910;17.03.2011;55
Ny-ålesund;SN99910;18.03.2011;58
Ny-ålesund;SN99910;19.03.2011;63
Ny-ålesund;SN99910;20.03.2011;64
Ny-ålesund;SN99910;21.03.2011;62
Ny-ålesund;SN99910;22.03.2011;62
Ny-ålesund;SN99910;23.03.2011;74
Ny-ålesund;SN99910;24.03.2011;71
Ny-ålesund;SN99910;25.03.2011;72
Ny-ålesund;SN99910;26.03.2011;72
Ny-ålesund;SN99910;27.03.2011;71
Ny-ålesund;SN99910;28.03.2011;71
Ny-ålesund;SN99910;29.03.2011;71
Ny-ålesund;SN99910;30.03.2011;76
Ny-ålesund;SN99910;31.03.2011;76
Ny-ålesund;SN99910;01.04.2011;76
Ny-ålesund;SN99910;02.04.2011;76
Ny-ålesund;SN99910;03.04.2011;73
Ny-ålesund;SN99910;04.04.2011;73
Ny-ålesund;SN99910;05.04.2011;65
Ny-ålesund;SN99910;06.04.2011;60
Ny-ålesund;SN99910;07.04.2011;60
Ny-ålesund;SN99910;08.04.2011;60
Ny-ålesund;SN99910;09.04.2011;60
Ny-ålesund;SN99910;10.04.2011;62
Ny-ålesund;SN99910;11.04.2011;86
Ny-ålesund;SN99910;12.04.2011;81
Ny-ålesund;SN99910;13.04.2011;81
Ny-ålesund;SN99910;14.04.2011;81
Ny-ålesund;SN99910;15.04.2011;80
Ny-ålesund;SN99910;16.04.2011;80
Ny-ålesund;SN99910;17.04.2011;80
Ny-ålesund;SN99910;18.04.2011;79
Ny-ålesund;SN99910;19.04.2011;80
Ny-ålesund;SN99910;20.04.2011;70
Ny-ålesund;SN99910;21.04.2011;70
Ny-ålesund;SN99910;22.04.2011;81
Ny-ålesund;SN99910;23.04.2011;81
Ny-ålesund;SN99910;24.04.2011;78
Ny-ålesund;SN99910;25.04.2011;73
Ny-ålesund;SN99910;26.04.2011;65
Ny-ålesund;SN99910;27.04.2011;65
Ny-ålesund;SN99910;28.04.2011;65
Ny-ålesund;SN99910;29.04.2011;65
Ny-ålesund;SN99910;30.04.2011;65
Ny-ålesund;SN99910;01.05.2011;65
Ny-ålesund;SN99910;02.05.2011;64
Ny-ålesund;SN99910;03.05.2011;65
Ny-ålesund;SN99910;04.05.2011;64
Ny-ålesund;SN99910;05.05.2011;64
Ny-ålesund;SN99910;06.05.2011;64
Ny-ålesund;SN99910;07.05.2011;64
Ny-ålesund;SN99910;08.05.2011;64
Ny-ålesund;SN99910;09.05.2011;63
Ny-ålesund;SN99910;10.05.2011;63
Ny-ålesund;SN99910;11.05.2011;63
Ny-ålesund;SN99910;12.05.2011;63
Ny-ålesund;SN99910;13.05.2011;63
Ny-ålesund;SN99910;14.05.2011;61
Ny-ålesund;SN99910;15.05.2011;63
Ny-ålesund;SN99910;16.05.2011;62
Ny-ålesund;SN99910;17.05.2011;62
Ny-ålesund;SN99910;18.05.2011;60
Ny-ålesund;SN99910;19.05.2011;60
Ny-ålesund;SN99910;20.05.2011;60
Ny-ålesund;SN99910;21.05.2011;61
Ny-ålesund;SN99910;22.05.2011;61
Ny-ålesund;SN99910;23.05.2011;61
Ny-ålesund;SN99910;24.05.2011;60
Ny-ålesund;SN99910;25.05.2011;60
Ny-ålesund;SN99910;26.05.2011;60
Ny-ålesund;SN99910;27.05.2011;59
Ny-ålesund;SN99910;28.05.2011;60
Ny-ålesund;SN99910;29.05.2011;60
Ny-ålesund;SN99910;30.05.2011;60
Ny-ålesund;SN99910;31.05.2011;59
Ny-ålesund;SN99910;01.06.2011;50
Ny-ålesund;SN99910;02.06.2011;45
Ny-ålesund;SN99910;03.06.2011;42
Ny-ålesund;SN99910;04.06.2011;42
Ny-ålesund;SN99910;05.06.2011;40
Ny-ålesund;SN99910;06.06.2011;34
Ny-ålesund;SN99910;07.06.2011;32
Ny-ålesund;SN99910;08.06.2011;25
Ny-ålesund;SN99910;09.06.2011;23
Ny-ålesund;SN99910;10.06.2011;20
Ny-ålesund;SN99910;11.06.2011;15
Ny-ålesund;SN99910;12.06.2011;10
Ny-ålesund;SN99910;13.06.2011;5
Ny-ålesund;SN99910;09.10.2011;4
Ny-ålesund;SN99910;10.10.2011;2
Ny-ålesund;SN99910;15.10.2011;7
Ny-ålesund;SN99910;16.10.2011;7
Ny-ålesund;SN99910;18.10.2011;5
Ny-ålesund;SN99910;19.10.2011;5
Ny-ålesund;SN99910;26.10.2011;2
Ny-ålesund;SN99910;30.10.2011;3
Ny-ålesund;SN99910;31.10.2011;2
Ny-ålesund;SN99910;01.11.2011;2
Ny-ålesund;SN99910;02.11.2011;2
Ny-ålesund;SN99910;03.11.2011;2
Ny-ålesund;SN99910;04.11.2011;2
Ny-ålesund;SN99910;08.11.2011;0
Ny-ålesund;SN99910;09.11.2011;2
Ny-ålesund;SN99910;10.11.2011;2
Ny-ålesund;SN99910;11.11.2011;2
Ny-ålesund;SN99910;12.11.2011;3
Ny-ålesund;SN99910;13.11.2011;3
Ny-ålesund;SN99910;14.11.2011;4
Ny-ålesund;SN99910;15.11.2011;3
Ny-ålesund;SN99910;16.11.2011;8
Ny-ålesund;SN99910;17.11.2011;7
Ny-ålesund;SN99910;18.11.2011;7
Ny-ålesund;SN99910;19.11.2011;10
Ny-ålesund;SN99910;20.11.2011;7
Ny-ålesund;SN99910;21.11.2011;7
Ny-ålesund;SN99910;22.11.2011;7
Ny-ålesund;SN99910;23.11.2011;12
Ny-ålesund;SN99910;24.11.2011;21
Ny-ålesund;SN99910;25.11.2011;15
Ny-ålesund;SN99910;26.11.2011;14
Ny-ålesund;SN99910;27.11.2011;14
Ny-ålesund;SN99910;28.11.2011;14
Ny-ålesund;SN99910;29.11.2011;14
Ny-ålesund;SN99910;30.11.2011;4
Ny-ålesund;SN99910;01.12.2011;4
Ny-ålesund;SN99910;02.12.2011;4
Ny-ålesund;SN99910;03.12.2011;4
Ny-ålesund;SN99910;04.12.2011;4
Ny-ålesund;SN99910;05.12.2011;4
Ny-ålesund;SN99910;06.12.2011;4
Ny-ålesund;SN99910;07.12.2011;4
Ny-ålesund;SN99910;08.12.2011;4
Ny-ålesund;SN99910;09.12.2011;4
Ny-ålesund;SN99910;10.12.2011;4
Ny-ålesund;SN99910;11.12.2011;4
Ny-ålesund;SN99910;12.12.2011;4
Ny-ålesund;SN99910;13.12.2011;4
Ny-ålesund;SN99910;14.12.2011;4
Ny-ålesund;SN99910;15.12.2011;4
Ny-ålesund;SN99910;16.12.2011;4
Ny-ålesund;SN99910;17.12.2011;4
Ny-ålesund;SN99910;18.12.2011;4
Ny-ålesund;SN99910;19.12.2011;6
Ny-ålesund;SN99910;20.12.2011;6
Ny-ålesund;SN99910;21.12.2011;6
Ny-ålesund;SN99910;22.12.2011;6
Ny-ålesund;SN99910;14.01.2012;3
Ny-ålesund;SN99910;16.01.2012;30
Ny-ålesund;SN99910;17.01.2012;30
Ny-ålesund;SN99910;18.01.2012;28
Ny-ålesund;SN99910;19.01.2012;26
Ny-ålesund;SN99910;20.01.2012;26
Ny-ålesund;SN99910;21.01.2012;26
Ny-ålesund;SN99910;22.01.2012;26
Ny-ålesund;SN99910;23.01.2012;26
Ny-ålesund;SN99910;24.01.2012;26
Ny-ålesund;SN99910;25.01.2012;26
Ny-ålesund;SN99910;26.01.2012;22
Ny-ålesund;SN99910;27.01.2012;21
Ny-ålesund;SN99910;28.01.2012;22
Ny-ålesund;SN99910;29.01.2012;24
Ny-ålesund;SN99910;30.01.2012;18
Ny-ålesund;SN99910;31.01.2012;13
Ny-ålesund;SN99910;01.02.2012;15
Ny-ålesund;SN99910;02.02.2012;16
Ny-ålesund;SN99910;03.02.2012;23
Ny-ålesund;SN99910;04.02.2012;20
Ny-ålesund;SN99910;05.02.2012;23
Ny-ålesund;SN99910;06.02.2012;19
Ny-ålesund;SN99910;07.02.2012;25
Ny-ålesund;SN99910;08.02.2012;25
Ny-ålesund;SN99910;09.02.2012;24
Ny-ålesund;SN99910;10.02.2012;33
Ny-ålesund;SN99910;11.02.2012;27
Ny-ålesund;SN99910;12.02.2012;27
Ny-ålesund;SN99910;13.02.2012;27
Ny-ålesund;SN99910;14.02.2012;27
Ny-ålesund;SN99910;15.02.2012;27
Ny-ålesund;SN99910;16.02.2012;27
Ny-ålesund;SN99910;17.02.2012;27
Ny-ålesund;SN99910;18.02.2012;23
Ny-ålesund;SN99910;19.02.2012;23
Ny-ålesund;SN99910;20.02.2012;23
Ny-ålesund;SN99910;21.02.2012;22
Ny-ålesund;SN99910;22.02.2012;22
Ny-ålesund;SN99910;23.02.2012;22
Ny-ålesund;SN99910;24.02.2012;22
Ny-ålesund;SN99910;25.02.2012;27
Ny-ålesund;SN99910;26.02.2012;24
Ny-ålesund;SN99910;27.02.2012;23
Ny-ålesund;SN99910;28.02.2012;23
Ny-ålesund;SN99910;29.02.2012;23
Ny-ålesund;SN99910;01.03.2012;23
Ny-ålesund;SN99910;02.03.2012;23
Ny-ålesund;SN99910;03.03.2012;29
Ny-ålesund;SN99910;04.03.2012;26
Ny-ålesund;SN99910;05.03.2012;19
Ny-ålesund;SN99910;06.03.2012;26
Ny-ålesund;SN99910;07.03.2012;26
Ny-ålesund;SN99910;08.03.2012;26
Ny-ålesund;SN99910;09.03.2012;26
Ny-ålesund;SN99910;10.03.2012;26
Ny-ålesund;SN99910;11.03.2012;26
Ny-ålesund;SN99910;12.03.2012;31
Ny-ålesund;SN99910;13.03.2012;23
Ny-ålesund;SN99910;14.03.2012;26
Ny-ålesund;SN99910;15.03.2012;23
Ny-ålesund;SN99910;16.03.2012;23
Ny-ålesund;SN99910;17.03.2012;23
Ny-ålesund;SN99910;18.03.2012;23
Ny-ålesund;SN99910;19.03.2012;23
Ny-ålesund;SN99910;20.03.2012;23
Ny-ålesund;SN99910;21.03.2012;21
Ny-ålesund;SN99910;22.03.2012;23
Ny-ålesund;SN99910;23.03.2012;24
Ny-ålesund;SN99910;24.03.2012;26
Ny-ålesund;SN99910;25.03.2012;25
Ny-ålesund;SN99910;26.03.2012;25
Ny-ålesund;SN99910;27.03.2012;25
Ny-ålesund;SN99910;28.03.2012;25
Ny-ålesund;SN99910;29.03.2012;26
Ny-ålesund;SN99910;30.03.2012;28
Ny-ålesund;SN99910;31.03.2012;28
Ny-ålesund;SN99910;01.04.2012;26
Ny-ålesund;SN99910;02.04.2012;26
Ny-ålesund;SN99910;03.04.2012;26
Ny-ålesund;SN99910;04.04.2012;26
Ny-ålesund;SN99910;05.04.2012;26
Ny-ålesund;SN99910;06.04.2012;26
Ny-ålesund;SN99910;07.04.2012;26
Ny-ålesund;SN99910;08.04.2012;26
Ny-ålesund;SN99910;09.04.2012;26
Ny-ålesund;SN99910;10.04.2012;26
Ny-ålesund;SN99910;11.04.2012;26
Ny-ålesund;SN99910;12.04.2012;26
Ny-ålesund;SN99910;13.04.2012;26
Ny-ålesund;SN99910;14.04.2012;26
Ny-ålesund;SN99910;15.04.2012;26
Ny-ålesund;SN99910;16.04.2012;27
Ny-ålesund;SN99910;17.04.2012;26
Ny-ålesund;SN99910;18.04.2012;26
Ny-ålesund;SN99910;19.04.2012;26
Ny-ålesund;SN99910;20.04.2012;21
Ny-ålesund;SN99910;21.04.2012;22
Ny-ålesund;SN99910;22.04.2012;22
Ny-ålesund;SN99910;23.04.2012;21
Ny-ålesund;SN99910;24.04.2012;21
Ny-ålesund;SN99910;25.04.2012;31
Ny-ålesund;SN99910;26.04.2012;30
Ny-ålesund;SN99910;27.04.2012;29
Ny-ålesund;SN99910;28.04.2012;33
Ny-ålesund;SN99910;29.04.2012;32
Ny-ålesund;SN99910;30.04.2012;31
Ny-ålesund;SN99910;01.05.2012;28
Ny-ålesund;SN99910;02.05.2012;26
Ny-ålesund;SN99910;03.05.2012;26
Ny-ålesund;SN99910;04.05.2012;26
Ny-ålesund;SN99910;05.05.2012;25
Ny-ålesund;SN99910;06.05.2012;25
Ny-ålesund;SN99910;07.05.2012;25
Ny-ålesund;SN99910;08.05.2012;24
Ny-ålesund;SN99910;09.05.2012;24
Ny-ålesund;SN99910;10.05.2012;25
Ny-ålesund;SN99910;11.05.2012;21
Ny-ålesund;SN99910;12.05.2012;21
Ny-ålesund;SN99910;13.05.2012;21
Ny-ålesund;SN99910;14.05.2012;21
Ny-ålesund;SN99910;15.05.2012;20
Ny-ålesund;SN99910;16.05.2012;19
Ny-ålesund;SN99910;17.05.2012;19
Ny-ålesund;SN99910;18.05.2012;19
Ny-ålesund;SN99910;19.05.2012;19
Ny-ålesund;SN99910;20.05.2012;19
Ny-ålesund;SN99910;21.05.2012;19
Ny-ålesund;SN99910;22.05.2012;15
Ny-ålesund;SN99910;23.05.2012;15
Ny-ålesund;SN99910;24.05.2012;17
Ny-ålesund;SN99910;25.05.2012;15
Ny-ålesund;SN99910;26.05.2012;14
Ny-ålesund;SN99910;27.05.2012;17
Ny-ålesund;SN99910;28.05.2012;15
Ny-ålesund;SN99910;29.05.2012;15
Ny-ålesund;SN99910;30.05.2012;12
Ny-ålesund;SN99910;31.05.2012;12
Ny-ålesund;SN99910;01.06.2012;12
Ny-ålesund;SN99910;02.06.2012;10
Ny-ålesund;SN99910;03.06.2012;10
Ny-ålesund;SN99910;23.09.2012;0
Ny-ålesund;SN99910;26.09.2012;2
Ny-ålesund;SN99910;27.09.2012;5
Ny-ålesund;SN99910;28.09.2012;7
Ny-ålesund;SN99910;29.09.2012;9
Ny-ålesund;SN99910;30.09.2012;10
Ny-ålesund;SN99910;01.10.2012;9
Ny-ålesund;SN99910;02.10.2012;9
Ny-ålesund;SN99910;03.10.2012;9
Ny-ålesund;SN99910;04.10.2012;9
Ny-ålesund;SN99910;05.10.2012;9
Ny-ålesund;SN99910;06.10.2012;9
Ny-ålesund;SN99910;07.10.2012;9
Ny-ålesund;SN99910;08.10.2012;9
Ny-ålesund;SN99910;09.10.2012;8
Ny-ålesund;SN99910;14.10.2012;3
Ny-ålesund;SN99910;15.10.2012;5
Ny-ålesund;SN99910;19.10.2012;3
Ny-ålesund;SN99910;20.10.2012;2
Ny-ålesund;SN99910;21.10.2012;2
Ny-ålesund;SN99910;22.10.2012;6
Ny-ålesund;SN99910;23.10.2012;5
Ny-ålesund;SN99910;24.10.2012;3
Ny-ålesund;SN99910;25.10.2012;4
Ny-ålesund;SN99910;26.10.2012;4
Ny-ålesund;SN99910;27.10.2012;4
Ny-ålesund;SN99910;28.10.2012;4
Ny-ålesund;SN99910;29.10.2012;6
Ny-ålesund;SN99910;30.10.2012;6
Ny-ålesund;SN99910;31.10.2012;6
Ny-ålesund;SN99910;01.11.2012;6
Ny-ålesund;SN99910;02.11.2012;6
Ny-ålesund;SN99910;03.11.2012;2
Ny-ålesund;SN99910;04.11.2012;3
Ny-ålesund;SN99910;05.11.2012;24
Ny-ålesund;SN99910;06.11.2012;28
Ny-ålesund;SN99910;07.11.2012;22
Ny-ålesund;SN99910;08.11.2012;19
Ny-ålesund;SN99910;09.11.2012;16
Ny-ålesund;SN99910;10.11.2012;16
Ny-ålesund;SN99910;11.11.2012;16
Ny-ålesund;SN99910;12.11.2012;15
Ny-ålesund;SN99910;13.11.2012;14
Ny-ålesund;SN99910;14.11.2012;14
Ny-ålesund;SN99910;15.11.2012;9
Ny-ålesund;SN99910;16.11.2012;7
Ny-ålesund;SN99910;17.11.2012;7
Ny-ålesund;SN99910;18.11.2012;7
Ny-ålesund;SN99910;19.11.2012;7
Ny-ålesund;SN99910;20.11.2012;5
Ny-ålesund;SN99910;21.11.2012;5
Ny-ålesund;SN99910;22.11.2012;5
Ny-ålesund;SN99910;23.11.2012;5
Ny-ålesund;SN99910;24.11.2012;5
Ny-ålesund;SN99910;25.11.2012;5
Ny-ålesund;SN99910;26.11.2012;3
Ny-ålesund;SN99910;27.11.2012;3
Ny-ålesund;SN99910;28.11.2012;3
Ny-ålesund;SN99910;03.12.2012;7
Ny-ålesund;SN99910;04.12.2012;7
Ny-ålesund;SN99910;05.12.2012;7
Ny-ålesund;SN99910;06.12.2012;13
Ny-ålesund;SN99910;07.12.2012;22
Ny-ålesund;SN99910;08.12.2012;25
Ny-ålesund;SN99910;09.12.2012;21
Ny-ålesund;SN99910;10.12.2012;23
Ny-ålesund;SN99910;11.12.2012;22
Ny-ålesund;SN99910;12.12.2012;19
Ny-ålesund;SN99910;13.12.2012;19
Ny-ålesund;SN99910;14.12.2012;20
Ny-ålesund;SN99910;15.12.2012;22
Ny-ålesund;SN99910;16.12.2012;22
Ny-ålesund;SN99910;17.12.2012;18
Ny-ålesund;SN99910;18.12.2012;17
Ny-ålesund;SN99910;19.12.2012;28
Ny-ålesund;SN99910;20.12.2012;26
Ny-ålesund;SN99910;21.12.2012;45
Ny-ålesund;SN99910;22.12.2012;36
Ny-ålesund;SN99910;23.12.2012;36
Ny-ålesund;SN99910;24.12.2012;35
Ny-ålesund;SN99910;25.12.2012;29
Ny-ålesund;SN99910;26.12.2012;29
Ny-ålesund;SN99910;27.12.2012;29
Ny-ålesund;SN99910;28.12.2012;31
Ny-ålesund;SN99910;29.12.2012;31
Ny-ålesund;SN99910;30.12.2012;32
Ny-ålesund;SN99910;31.12.2012;4
Ny-ålesund;SN99910;01.01.2013;4
Ny-ålesund;SN99910;02.01.2013;4
Ny-ålesund;SN99910;03.01.2013;5
Ny-ålesund;SN99910;04.01.2013;5
Ny-ålesund;SN99910;05.01.2013;5
Ny-ålesund;SN99910;06.01.2013;5
Ny-ålesund;SN99910;07.01.2013;5
Ny-ålesund;SN99910;08.01.2013;5
Ny-ålesund;SN99910;09.01.2013;5
Ny-ålesund;SN99910;10.01.2013;6
Ny-ålesund;SN99910;11.01.2013;8
Ny-ålesund;SN99910;12.01.2013;12
Ny-ålesund;SN99910;13.01.2013;12
Ny-ålesund;SN99910;14.01.2013;12
Ny-ålesund;SN99910;15.01.2013;12
Ny-ålesund;SN99910;16.01.2013;10
Ny-ålesund;SN99910;17.01.2013;11
Ny-ålesund;SN99910;18.01.2013;11
Ny-ålesund;SN99910;19.01.2013;11
Ny-ålesund;SN99910;20.01.2013;22
Ny-ålesund;SN99910;21.01.2013;20
Ny-ålesund;SN99910;22.01.2013;17
Ny-ålesund;SN99910;23.01.2013;16
Ny-ålesund;SN99910;24.01.2013;16
Ny-ålesund;SN99910;25.01.2013;14
Ny-ålesund;SN99910;26.01.2013;14
Ny-ålesund;SN99910;27.01.2013;14
Ny-ålesund;SN99910;28.01.2013;14
Ny-ålesund;SN99910;29.01.2013;14
Ny-ålesund;SN99910;30.01.2013;14
Ny-ålesund;SN99910;31.01.2013;14
Ny-ålesund;SN99910;01.02.2013;14
Ny-ålesund;SN99910;02.02.2013;14
Ny-ålesund;SN99910;03.02.2013;14
Ny-ålesund;SN99910;04.02.2013;14
Ny-ålesund;SN99910;05.02.2013;14
Ny-ålesund;SN99910;06.02.2013;14
Ny-ålesund;SN99910;07.02.2013;14
Ny-ålesund;SN99910;08.02.2013;13
Ny-ålesund;SN99910;09.02.2013;17
Ny-ålesund;SN99910;10.02.2013;20
Ny-ålesund;SN99910;11.02.2013;20
Ny-ålesund;SN99910;12.02.2013;23
Ny-ålesund;SN99910;13.02.2013;23
Ny-ålesund;SN99910;14.02.2013;23
Ny-ålesund;SN99910;15.02.2013;23
Ny-ålesund;SN99910;16.02.2013;23
Ny-ålesund;SN99910;17.02.2013;29
Ny-ålesund;SN99910;18.02.2013;34
Ny-ålesund;SN99910;19.02.2013;27
Ny-ålesund;SN99910;20.02.2013;25
Ny-ålesund;SN99910;21.02.2013;27
Ny-ålesund;SN99910;22.02.2013;24
Ny-ålesund;SN99910;23.02.2013;23
Ny-ålesund;SN99910;24.02.2013;23
Ny-ålesund;SN99910;25.02.2013;24
Ny-ålesund;SN99910;26.02.2013;24
Ny-ålesund;SN99910;27.02.2013;23
Ny-ålesund;SN99910;28.02.2013;23
Ny-ålesund;SN99910;01.03.2013;23
Ny-ålesund;SN99910;02.03.2013;24
Ny-ålesund;SN99910;03.03.2013;29
Ny-ålesund;SN99910;04.03.2013;29
Ny-ålesund;SN99910;05.03.2013;29
Ny-ålesund;SN99910;06.03.2013;26
Ny-ålesund;SN99910;07.03.2013;26
Ny-ålesund;SN99910;08.03.2013;26
Ny-ålesund;SN99910;09.03.2013;27
Ny-ålesund;SN99910;10.03.2013;27
Ny-ålesund;SN99910;11.03.2013;26
Ny-ålesund;SN99910;12.03.2013;26
Ny-ålesund;SN99910;13.03.2013;26
Ny-ålesund;SN99910;14.03.2013;25
Ny-ålesund;SN99910;15.03.2013;25
Ny-ålesund;SN99910;16.03.2013;25
Ny-ålesund;SN99910;17.03.2013;26
Ny-ålesund;SN99910;18.03.2013;26
Ny-ålesund;SN99910;19.03.2013;24
Ny-ålesund;SN99910;20.03.2013;24
Ny-ålesund;SN99910;21.03.2013;24
Ny-ålesund;SN99910;22.03.2013;25
Ny-ålesund;SN99910;23.03.2013;28
Ny-ålesund;SN99910;24.03.2013;25
Ny-ålesund;SN99910;25.03.2013;25
Ny-ålesund;SN99910;26.03.2013;25
Ny-ålesund;SN99910;27.03.2013;24
Ny-ålesund;SN99910;28.03.2013;24
Ny-ålesund;SN99910;29.03.2013;24
Ny-ålesund;SN99910;30.03.2013;24
Ny-ålesund;SN99910;31.03.2013;24
Ny-ålesund;SN99910;01.04.2013;24
Ny-ålesund;SN99910;02.04.2013;24
Ny-ålesund;SN99910;03.04.2013;24
Ny-ålesund;SN99910;04.04.2013;24
Ny-ålesund;SN99910;05.04.2013;24
Ny-ålesund;SN99910;06.04.2013;24
Ny-ålesund;SN99910;07.04.2013;24
Ny-ålesund;SN99910;08.04.2013;21
Ny-ålesund;SN99910;09.04.2013;22
Ny-ålesund;SN99910;10.04.2013;22
Ny-ålesund;SN99910;11.04.2013;22
Ny-ålesund;SN99910;12.04.2013;22
Ny-ålesund;SN99910;13.04.2013;22
Ny-ålesund;SN99910;14.04.2013;22
Ny-ålesund;SN99910;15.04.2013;23
Ny-ålesund;SN99910;16.04.2013;23
Ny-ålesund;SN99910;17.04.2013;23
Ny-ålesund;SN99910;18.04.2013;23
Ny-ålesund;SN99910;19.04.2013;22
Ny-ålesund;SN99910;20.04.2013;27
Ny-ålesund;SN99910;21.04.2013;30
Ny-ålesund;SN99910;22.04.2013;22
Ny-ålesund;SN99910;23.04.2013;23
Ny-ålesund;SN99910;24.04.2013;23
Ny-ålesund;SN99910;25.04.2013;25
Ny-ålesund;SN99910;26.04.2013;27
Ny-ålesund;SN99910;27.04.2013;27
Ny-ålesund;SN99910;28.04.2013;28
Ny-ålesund;SN99910;29.04.2013;26
Ny-ålesund;SN99910;30.04.2013;26
Ny-ålesund;SN99910;01.05.2013;25
Ny-ålesund;SN99910;02.05.2013;25
Ny-ålesund;SN99910;03.05.2013;25
Ny-ålesund;SN99910;04.05.2013;25
Ny-ålesund;SN99910;05.05.2013;24
Ny-ålesund;SN99910;06.05.2013;24
Ny-ålesund;SN99910;07.05.2013;25
Ny-ålesund;SN99910;08.05.2013;25
Ny-ålesund;SN99910;09.05.2013;24
Ny-ålesund;SN99910;10.05.2013;24
Ny-ålesund;SN99910;11.05.2013;28
Ny-ålesund;SN99910;12.05.2013;27
Ny-ålesund;SN99910;13.05.2013;27
Ny-ålesund;SN99910;14.05.2013;27
Ny-ålesund;SN99910;15.05.2013;26
Ny-ålesund;SN99910;16.05.2013;25
Ny-ålesund;SN99910;17.05.2013;25
Ny-ålesund;SN99910;18.05.2013;24
Ny-ålesund;SN99910;19.05.2013;22
Ny-ålesund;SN99910;20.05.2013;21
Ny-ålesund;SN99910;21.05.2013;18
Ny-ålesund;SN99910;22.05.2013;15
Ny-ålesund;SN99910;23.05.2013;14
Ny-ålesund;SN99910;24.05.2013;16
Ny-ålesund;SN99910;25.05.2013;17
Ny-ålesund;SN99910;26.05.2013;18
Ny-ålesund;SN99910;27.05.2013;18
Ny-ålesund;SN99910;28.05.2013;18
Ny-ålesund;SN99910;29.05.2013;18
Ny-ålesund;SN99910;30.05.2013;15
Ny-ålesund;SN99910;31.05.2013;11
Ny-ålesund;SN99910;01.06.2013;8
Ny-ålesund;SN99910;02.06.2013;6
Ny-ålesund;SN99910;03.06.2013;6
Ny-ålesund;SN99910;27.06.2013;0
Ny-ålesund;SN99910;19.09.2013;0
Ny-ålesund;SN99910;20.09.2013;0
Ny-ålesund;SN99910;21.09.2013;0
Ny-ålesund;SN99910;22.09.2013;0
Ny-ålesund;SN99910;23.09.2013;0
Ny-ålesund;SN99910;01.10.2013;0
Ny-ålesund;SN99910;02.10.2013;1
Ny-ålesund;SN99910;03.10.2013;17
Ny-ålesund;SN99910;04.10.2013;16
Ny-ålesund;SN99910;05.10.2013;16
Ny-ålesund;SN99910;06.10.2013;14
